gene_id	sumUMI	CPM	type	biotype	zScore	pValue	calls_pValue	cellTypeName	cellTypeId
ENSMUSG00000052997	77	69.1438110452299	genic	protein_coding	3.15881164853226	0.000792069175011275	present	B-cell	CL:0000236
ENSMUSG00000053004	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053007	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053012	92	82.6133846254695	genic	protein_coding	3.33129313682884	0.000432217606823446	present	B-cell	CL:0000236
ENSMUSG00000053024	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053025	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053030	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053038	0	0	genic	processed_pseudogene	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053040	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053044	11	9.8776872921757	genic	protein_coding	1.27305185158925	0.101499821424961	absent	B-cell	CL:0000236
ENSMUSG00000053046	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053049	0	0	genic	antisense	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053054	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053062	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053063	23	20.6533461563674	genic	protein_coding	1.98785075116791	0.0234140994389051	present	B-cell	CL:0000236
ENSMUSG00000053070	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053080	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000053081	0	0	genic	antisense	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053091	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000053093	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053094	30	26.9391471604792	genic	protein_coding	2.24534072217353	0.012373133848624	present	B-cell	CL:0000236
ENSMUSG00000053101	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053110	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053111	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053113	8	7.18377257612778	genic	protein_coding	0.964441896694177	0.167412212806512	absent	B-cell	CL:0000236
ENSMUSG00000053117	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053119	95	85.3072993415174	genic	protein_coding	3.36238956415476	0.000386355136703653	present	B-cell	CL:0000236
ENSMUSG00000053121	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053128	31	27.8371187324952	genic	protein_coding	2.27711697333214	0.0113896206872058	present	B-cell	CL:0000236
ENSMUSG00000053129	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053134	24	21.5513177283834	genic	protein_coding	2.02909479827015	0.0212243178151078	present	B-cell	CL:0000236
ENSMUSG00000053137	40	35.9188628806389	genic	protein_coding	2.52413020625848	0.00579924801938027	present	B-cell	CL:0000236
ENSMUSG00000053141	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053146	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053153	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053158	16	14.3675451522556	genic	protein_coding	1.63616308952464	0.0509027295554285	absent	B-cell	CL:0000236
ENSMUSG00000053161	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053164	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053166	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053168	0	0	genic	transcribed_unprocessed_pseudogene	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053173	0	0	genic	processed_pseudogene	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053175	39	35.020891308623	genic	protein_coding	2.49959500124572	0.00621676786048699	present	B-cell	CL:0000236
ENSMUSG00000053178	6	5.38782943209584	genic	protein_coding	0.685652412609219	0.24646616093345	absent	B-cell	CL:0000236
ENSMUSG00000053181	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053182	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053184	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053185	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053192	28	25.1432040164472	genic	protein_coding	2.17848050080672	0.0146851411949294	present	B-cell	CL:0000236
ENSMUSG00000053194	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053198	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053199	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053205	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053208	0	0	genic	processed_pseudogene	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053211	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053214	0	0	genic	processed_transcript	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053216	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053217	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053219	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053226	10	8.97971572015973	genic	protein_coding	1.18068782059756	0.118863380809489	absent	B-cell	CL:0000236
ENSMUSG00000053228	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053251	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053253	34	30.5310334485431	genic	protein_coding	2.36663492640813	0.008975314906335	present	B-cell	CL:0000236
ENSMUSG00000053263	0	0	genic	processed_transcript	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053268	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053279	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053286	71	63.7559816131341	genic	protein_coding	3.08019378892218	0.00103432974424301	present	B-cell	CL:0000236
ENSMUSG00000053287	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053289	50	44.8985786007987	genic	protein_coding	2.74037613016186	0.00306844547706743	present	B-cell	CL:0000236
ENSMUSG00000053291	24	21.5513177283834	genic	protein_coding	2.02909479827015	0.0212243178151078	present	B-cell	CL:0000236
ENSMUSG00000053293	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053297	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000053303	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053310	30	26.9391471604792	genic	protein_coding	2.24534072217353	0.012373133848624	present	B-cell	CL:0000236
ENSMUSG00000053317	298	267.59552846076	genic	protein_coding	4.47026800084223	3.90608219834685e-06	present	B-cell	CL:0000236
ENSMUSG00000053318	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053329	40	35.9188628806389	genic	protein_coding	2.52413020625848	0.00579924801938027	present	B-cell	CL:0000236
ENSMUSG00000053332	822	738.13263219713	genic	processed_transcript	5.45355099012437	2.4686889752761e-08	present	B-cell	CL:0000236
ENSMUSG00000053333	17	15.2655167242715	genic	protein_coding	1.69491373357766	0.0450458934212056	present	B-cell	CL:0000236
ENSMUSG00000053334	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000053338	7	6.28580100411181	genic	protein_coding	0.835038115145794	0.201848124177974	absent	B-cell	CL:0000236
ENSMUSG00000053347	18	16.1634882962875	genic	protein_coding	1.75030531418519	0.0400328222108551	present	B-cell	CL:0000236
ENSMUSG00000053353	0	0	genic	antisense	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053358	0	0	genic	TEC	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053360	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053367	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053368	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053375	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053388	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053389	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053390	13	11.6736304362077	genic	protein_coding	1.43494209966975	0.0756517988021642	absent	B-cell	CL:0000236
ENSMUSG00000053391	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053395	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053398	86	77.2255551933737	genic	protein_coding	3.26593654467565	0.000545513473931544	present	B-cell	CL:0000236
ENSMUSG00000053399	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053411	72	64.6539531851501	genic	protein_coding	3.09374769984612	0.00098822743784471	present	B-cell	CL:0000236
ENSMUSG00000053414	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053420	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053436	55	49.3884364608785	genic	protein_coding	2.83274016115356	0.00230754418330653	present	B-cell	CL:0000236
ENSMUSG00000053441	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053442	0	0	genic	processed_transcript	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053453	58	52.0823511769264	genic	protein_coding	2.88420829982807	0.00196199552384021	present	B-cell	CL:0000236
ENSMUSG00000053460	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053461	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053465	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053469	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000053470	15	13.4695735802396	genic	protein_coding	1.57361952934306	0.0577877177815308	absent	B-cell	CL:0000236
ENSMUSG00000053472	0	0	genic	processed_pseudogene	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053475	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053477	131	117.634275934092	genic	protein_coding	3.67377760647675	0.000119495380748677	present	B-cell	CL:0000236
ENSMUSG00000053483	18	16.1634882962875	genic	protein_coding	1.75030531418519	0.0400328222108551	present	B-cell	CL:0000236
ENSMUSG00000053490	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053499	34	30.5310334485431	genic	protein_coding	2.36663492640813	0.008975314906335	present	B-cell	CL:0000236
ENSMUSG00000053508	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053510	65	58.3681521810383	genic	protein_coding	2.99463040923405	0.00137388783348858	present	B-cell	CL:0000236
ENSMUSG00000053519	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053522	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000053528	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053536	28	25.1432040164472	genic	protein_coding	2.17848050080672	0.0146851411949294	present	B-cell	CL:0000236
ENSMUSG00000053541	33	29.6330618765271	genic	unprocessed_pseudogene	2.33770475316522	0.00970128471830821	present	B-cell	CL:0000236
ENSMUSG00000053545	0	0	genic	antisense	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053550	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053552	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053553	7	6.28580100411181	genic	protein_coding	0.835038115145794	0.201848124177974	absent	B-cell	CL:0000236
ENSMUSG00000053559	53	47.5924933168466	genic	protein_coding	2.79684387837999	0.00258022312772091	present	B-cell	CL:0000236
ENSMUSG00000053560	149	133.79776423038	genic	protein_coding	3.79854680801177	7.27734722632611e-05	present	B-cell	CL:0000236
ENSMUSG00000053565	619	555.844403077887	genic	protein_coding	5.1786833601729	1.11728686988308e-07	present	B-cell	CL:0000236
ENSMUSG00000053574	0	0	genic	processed_transcript	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053580	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000053581	5	4.48985786007987	genic	protein_coding	0.508966627767091	0.305387808136398	absent	B-cell	CL:0000236
ENSMUSG00000053588	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053593	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053600	26	23.3472608724153	genic	protein_coding	2.10666329250021	0.0175733881035509	present	B-cell	CL:0000236
ENSMUSG00000053603	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053604	62	55.6742374649903	genic	protein_coding	2.94883816616261	0.00159485479116878	present	B-cell	CL:0000236
ENSMUSG00000053613	0	0	genic	antisense	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053615	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053617	9	8.08174414814376	genic	protein_coding	1.07858412135473	0.140386581472757	absent	B-cell	CL:0000236
ENSMUSG00000053624	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053626	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053640	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053641	28	25.1432040164472	genic	protein_coding	2.17848050080672	0.0146851411949294	present	B-cell	CL:0000236
ENSMUSG00000053644	14	12.5716020082236	genic	protein_coding	1.50675930797626	0.0659361816796203	absent	B-cell	CL:0000236
ENSMUSG00000053646	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053647	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053654	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053656	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053675	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053678	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053684	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000053687	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000053693	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053695	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053702	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053706	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053714	2	1.79594314403195	genic	antisense	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000053716	15	13.4695735802396	genic	protein_coding	1.57361952934306	0.0577877177815308	absent	B-cell	CL:0000236
ENSMUSG00000053719	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053720	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053729	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053730	15	13.4695735802396	genic	protein_coding	1.57361952934306	0.0577877177815308	absent	B-cell	CL:0000236
ENSMUSG00000053740	0	0	genic	processed_pseudogene	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053742	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053746	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000053747	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053749	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053754	170	152.655167242715	genic	protein_coding	3.92632323597243	4.31271132658798e-05	present	B-cell	CL:0000236
ENSMUSG00000053765	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053768	73	65.551924757166	genic	protein_coding	3.10711465430497	0.000944615553139719	present	B-cell	CL:0000236
ENSMUSG00000053769	18	16.1634882962875	genic	protein_coding	1.75030531418519	0.0400328222108551	present	B-cell	CL:0000236
ENSMUSG00000053773	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053774	29	26.0411755884632	genic	protein_coding	2.2124871069976	0.0134665130408152	present	B-cell	CL:0000236
ENSMUSG00000053783	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053790	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053797	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053799	22	19.7553745843514	genic	protein_coding	1.94477304441972	0.0259011498671204	present	B-cell	CL:0000236
ENSMUSG00000053801	16	14.3675451522556	genic	protein_coding	1.63616308952464	0.0509027295554285	absent	B-cell	CL:0000236
ENSMUSG00000053815	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053819	269	241.554352872297	genic	protein_coding	4.37105064426552	6.18250529666419e-06	present	B-cell	CL:0000236
ENSMUSG00000053820	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053821	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053825	1	0.897971572015973	genic	protein_coding	-1.05072168179722	0.853306782524676	absent	B-cell	CL:0000236
ENSMUSG00000053830	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053835	27	24.2452324444313	genic	protein_coding	2.1432370229307	0.0160470354178901	present	B-cell	CL:0000236
ENSMUSG00000053838	94	84.4093277695015	genic	protein_coding	3.35213456016495	0.00040095516192055	present	B-cell	CL:0000236
ENSMUSG00000053841	43	38.6127775966868	genic	protein_coding	2.59421535184518	0.0047403541219133	present	B-cell	CL:0000236
ENSMUSG00000053846	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053852	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053856	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053861	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053862	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053863	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053868	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053870	7	6.28580100411181	genic	protein_coding	0.835038115145794	0.201848124177974	absent	B-cell	CL:0000236
ENSMUSG00000053873	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053877	22	19.7553745843514	genic	protein_coding	1.94477304441972	0.0259011498671204	present	B-cell	CL:0000236
ENSMUSG00000053886	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053889	0	0	genic	antisense	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053896	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053897	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053898	116	104.164702353853	genic	protein_coding	3.55592949265853	0.000188322543891422	present	B-cell	CL:0000236
ENSMUSG00000053907	119	106.858617069901	genic	protein_coding	3.58067353052067	0.000171354823109711	present	B-cell	CL:0000236
ENSMUSG00000053909	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053914	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053916	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000053925	0	0	genic	processed_transcript	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053929	21	18.8574030123354	genic	protein_coding	1.89969101672176	0.0287368399575633	present	B-cell	CL:0000236
ENSMUSG00000053930	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053931	247	221.798978287945	genic	protein_coding	4.28836503605742	8.9996556907088e-06	present	B-cell	CL:0000236
ENSMUSG00000053950	6	5.38782943209584	genic	protein_coding	0.685652412609219	0.24646616093345	absent	B-cell	CL:0000236
ENSMUSG00000053957	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053961	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053963	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000053964	8	7.18377257612778	genic	protein_coding	0.964441896694177	0.167412212806512	absent	B-cell	CL:0000236
ENSMUSG00000053965	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053977	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000053979	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053980	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000053985	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000054000	2	1.79594314403195	genic	protein_coding	-0.379000488966751	0.647656249629285	absent	B-cell	CL:0000236
ENSMUSG00000054003	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054005	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054006	6	5.38782943209584	genic	antisense	0.685652412609219	0.24646616093345	absent	B-cell	CL:0000236
ENSMUSG00000054008	6	5.38782943209584	genic	protein_coding	0.685652412609219	0.24646616093345	absent	B-cell	CL:0000236
ENSMUSG00000054013	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054021	8	7.18377257612778	genic	protein_coding	0.964441896694177	0.167412212806512	absent	B-cell	CL:0000236
ENSMUSG00000054027	4	3.59188628806389	genic	protein_coding	0.292720703863713	0.384867821667797	absent	B-cell	CL:0000236
ENSMUSG00000054031	0	0	genic	transcribed_unprocessed_pseudogene	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054033	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054034	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054036	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054046	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054051	8	7.18377257612778	genic	protein_coding	0.964441896694177	0.167412212806512	absent	B-cell	CL:0000236
ENSMUSG00000054052	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054054	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054057	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054061	0	0	genic	antisense	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054065	72	64.6539531851501	genic	protein_coding	3.09374769984612	0.00098822743784471	present	B-cell	CL:0000236
ENSMUSG00000054069	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054072	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054074	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054079	80	71.8377257612779	genic	protein_coding	3.19585139908895	0.000697094482878035	present	B-cell	CL:0000236
ENSMUSG00000054083	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054087	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054091	181	162.532854534891	genic	protein_coding	3.98708374351897	3.34452101464131e-05	present	B-cell	CL:0000236
ENSMUSG00000054099	7	6.28580100411181	genic	protein_coding	0.835038115145794	0.201848124177974	absent	B-cell	CL:0000236
ENSMUSG00000054102	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054106	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054115	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000054116	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054117	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054128	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054134	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054135	0	0	genic	lincRNA	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054136	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054141	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054142	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054146	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054150	3	2.69391471604792	genic	protein_coding	0.013931219778755	0.494442427181194	absent	B-cell	CL:0000236
ENSMUSG00000054156	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054160	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054161	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054162	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054169	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054178	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000054181	0	0	genic	processed_transcript	NA	NA	absent	B-cell	CL:0000236
